
SetupTitle, ITO_IdVG
PrimitiveTest, I/V Sweep
TestParameter, Output.Graph.XAxis.Right, 2
TestParameter, Output.Graph.YAxis.Data, absId, absIs, absIg
TestParameter, Output.Graph.YAxis.Scale, Log, Log, Log
TestParameter, Output.Graph.YAxis.Bottom, 1E-15, 1E-15, 1E-15
TestParameter, Output.Graph.YAxis.Top, 0.1, 0.1, 0.1
TestParameter, Output.Graph.YAxis.Group, , , 
TestParameter, Output.List.Data, Vg, Vd, Id, Is, Ig
TestParameter, AutoAnalysis.Interpolation, false
TestParameter, AutoAnalysis.Line1.Enabled, false
TestParameter, AutoAnalysis.Line1.Type, 1
TestParameter, AutoAnalysis.Line1.Fix, True
TestParameter, AutoAnalysis.Line1.YAxis, 0
TestParameter, AutoAnalysis.Line1.Point1.Type, 0
TestParameter, AutoAnalysis.Line1.Point1.XY.X, 
TestParameter, AutoAnalysis.Line1.Point1.XY.Y, 
TestParameter, AutoAnalysis.Line1.Point1.Data.Var, 
TestParameter, AutoAnalysis.Line1.Point1.Data.Condition, 
TestParameter, AutoAnalysis.Line1.Point1.Data.Start, false
TestParameter, AutoAnalysis.Line1.Point1.Data.StartVar, 
TestParameter, AutoAnalysis.Line1.Point1.Data.StartCondition, 
TestParameter, AutoAnalysis.Line1.Point2.Type, 0
TestParameter, AutoAnalysis.Line1.Point2.XY.X, 
TestParameter, AutoAnalysis.Line1.Point2.XY.Y, 
TestParameter, AutoAnalysis.Line1.Point2.Data.Var, 
TestParameter, AutoAnalysis.Line1.Point2.Data.Condition, 
TestParameter, AutoAnalysis.Line1.Point2.Data.Start, false
TestParameter, AutoAnalysis.Line1.Point2.Data.StartVar, 
TestParameter, AutoAnalysis.Line1.Point2.Data.StartCondition, 
TestParameter, AutoAnalysis.Line1.GradientExpr, 0
TestParameter, AutoAnalysis.Line2.Enabled, false
TestParameter, AutoAnalysis.Line2.Type, 1
TestParameter, AutoAnalysis.Line2.Fix, True
TestParameter, AutoAnalysis.Line2.YAxis, 0
TestParameter, AutoAnalysis.Line2.Point1.Type, 0
TestParameter, AutoAnalysis.Line2.Point1.XY.X, 
TestParameter, AutoAnalysis.Line2.Point1.XY.Y, 
TestParameter, AutoAnalysis.Line2.Point1.Data.Var, 
TestParameter, AutoAnalysis.Line2.Point1.Data.Condition, 
TestParameter, AutoAnalysis.Line2.Point1.Data.Start, false
TestParameter, AutoAnalysis.Line2.Point1.Data.StartVar, 
TestParameter, AutoAnalysis.Line2.Point1.Data.StartCondition, 
TestParameter, AutoAnalysis.Line2.Point2.Type, 0
TestParameter, AutoAnalysis.Line2.Point2.XY.X, 
TestParameter, AutoAnalysis.Line2.Point2.XY.Y, 
TestParameter, AutoAnalysis.Line2.Point2.Data.Var, 
TestParameter, AutoAnalysis.Line2.Point2.Data.Condition, 
TestParameter, AutoAnalysis.Line2.Point2.Data.Start, false
TestParameter, AutoAnalysis.Line2.Point2.Data.StartVar, 
TestParameter, AutoAnalysis.Line2.Point2.Data.StartCondition, 
TestParameter, AutoAnalysis.Line2.GradientExpr, 0
TestParameter, AutoAnalysis.Marker.Enabled, false
TestParameter, AutoAnalysis.Marker.Data.Var, 
TestParameter, AutoAnalysis.Marker.Data.Condition, 
TestParameter, AutoAnalysis.Marker.Data.Start, false
TestParameter, AutoAnalysis.Marker.Data.StartVar, 
TestParameter, AutoAnalysis.Marker.Data.StartCondition, 
MetaData, TestRecord.EntryPoint, true
MetaData, TestRecord.RecordTime, 12/18/2022 15:17:46
MetaData, TestRecord.TestTarget, 
MetaData, TestRecord.IterationIndex, 10
MetaData, TestRecord.Preservation, true
MetaData, TestRecord.Flag, 
MetaData, TestRecord.Remarks, T = -20C 2R sample
MetaData, TestRecord.LinkKey, d8b1a2d7-6e63-474f-8e87-b572426a25e9
AnalysisSetup, Analysis.Setup.Vector.Graph.Enabled, true
AnalysisSetup, Analysis.Setup.Vector.Graph.ActiveYAxis, 0
AnalysisSetup, Analysis.Setup.Vector.Graph.LeftYAxis, 0
AnalysisSetup, Analysis.Setup.Vector.Graph.RightYAxis, 1
AnalysisSetup, Analysis.Setup.Vector.Graph.XAxis.Name, Vg
AnalysisSetup, Analysis.Setup.Vector.Graph.XAxis.GroupName, 
AnalysisSetup, Analysis.Setup.Vector.Graph.XAxis.Unit, V
AnalysisSetup, Analysis.Setup.Vector.Graph.XAxis.Scale, Linear
AnalysisSetup, Analysis.Setup.Vector.Graph.XAxis.Left, -2
AnalysisSetup, Analysis.Setup.Vector.Graph.XAxis.Right, 2
AnalysisSetup, Analysis.Setup.Vector.Graph.YAxis.Name, absId, absIs, absIg
AnalysisSetup, Analysis.Setup.Vector.Graph.YAxis.GroupName, , , 
AnalysisSetup, Analysis.Setup.Vector.Graph.YAxis.Unit, A, A, A
AnalysisSetup, Analysis.Setup.Vector.Graph.YAxis.Scale, Log, Log, Log
AnalysisSetup, Analysis.Setup.Vector.Graph.YAxis.Bottom, 1E-15, 1E-15, 1E-15
AnalysisSetup, Analysis.Setup.Vector.Graph.YAxis.Top, 0.1, 0.1, 0.1
AnalysisSetup, Analysis.Setup.Vector.Graph.Operation.Marker.Enabled, false
AnalysisSetup, Analysis.Setup.Vector.Graph.Operation.Marker.Interpolation, false
AnalysisSetup, Analysis.Setup.Vector.Graph.Operation.Marker.Index, 0
AnalysisSetup, Analysis.Setup.Vector.Graph.Operation.Marker.Step, 0
AnalysisSetup, Analysis.Setup.Vector.Graph.Operation.Cursor.Enabled, false
AnalysisSetup, Analysis.Setup.Vector.Graph.Operation.Cursor.Active, true
AnalysisSetup, Analysis.Setup.Vector.Graph.Operation.Cursor.NormalX, 0.5
AnalysisSetup, Analysis.Setup.Vector.Graph.Operation.Cursor.NormalY, 0.5
AnalysisSetup, Analysis.Setup.Vector.Graph.Operation.Line1.Enabled, false
AnalysisSetup, Analysis.Setup.Vector.Graph.Operation.Line1.Active, false
AnalysisSetup, Analysis.Setup.Vector.Graph.Operation.Line1.Fix, false
AnalysisSetup, Analysis.Setup.Vector.Graph.Operation.Line1.Type, 1
AnalysisSetup, Analysis.Setup.Vector.Graph.Operation.Line1.YAxisIndex, 0
AnalysisSetup, Analysis.Setup.Vector.Graph.Operation.Line1.LastIndex, -1
AnalysisSetup, Analysis.Setup.Vector.Graph.Operation.Line1.LastStep, -1
AnalysisSetup, Analysis.Setup.Vector.Graph.Operation.Line1.Cursor1.Enabled, false
AnalysisSetup, Analysis.Setup.Vector.Graph.Operation.Line1.Cursor1.Active, false
AnalysisSetup, Analysis.Setup.Vector.Graph.Operation.Line1.Cursor1.NormalX, 0.5
AnalysisSetup, Analysis.Setup.Vector.Graph.Operation.Line1.Cursor1.NormalY, 0.5
AnalysisSetup, Analysis.Setup.Vector.Graph.Operation.Line1.Cursor2.Enabled, false
AnalysisSetup, Analysis.Setup.Vector.Graph.Operation.Line1.Cursor2.Active, false
AnalysisSetup, Analysis.Setup.Vector.Graph.Operation.Line1.Cursor2.NormalX, 0.5
AnalysisSetup, Analysis.Setup.Vector.Graph.Operation.Line1.Cursor2.NormalY, 0.5
AnalysisSetup, Analysis.Setup.Vector.Graph.Operation.Line1.Gradient, 
AnalysisSetup, Analysis.Setup.Vector.Graph.Operation.Line2.Enabled, false
AnalysisSetup, Analysis.Setup.Vector.Graph.Operation.Line2.Active, false
AnalysisSetup, Analysis.Setup.Vector.Graph.Operation.Line2.Fix, false
AnalysisSetup, Analysis.Setup.Vector.Graph.Operation.Line2.Type, 1
AnalysisSetup, Analysis.Setup.Vector.Graph.Operation.Line2.YAxisIndex, 0
AnalysisSetup, Analysis.Setup.Vector.Graph.Operation.Line2.LastIndex, -1
AnalysisSetup, Analysis.Setup.Vector.Graph.Operation.Line2.LastStep, -1
AnalysisSetup, Analysis.Setup.Vector.Graph.Operation.Line2.Cursor1.Enabled, false
AnalysisSetup, Analysis.Setup.Vector.Graph.Operation.Line2.Cursor1.Active, false
AnalysisSetup, Analysis.Setup.Vector.Graph.Operation.Line2.Cursor1.NormalX, 0.5
AnalysisSetup, Analysis.Setup.Vector.Graph.Operation.Line2.Cursor1.NormalY, 0.5
AnalysisSetup, Analysis.Setup.Vector.Graph.Operation.Line2.Cursor2.Enabled, false
AnalysisSetup, Analysis.Setup.Vector.Graph.Operation.Line2.Cursor2.Active, false
AnalysisSetup, Analysis.Setup.Vector.Graph.Operation.Line2.Cursor2.NormalX, 0.5
AnalysisSetup, Analysis.Setup.Vector.Graph.Operation.Line2.Cursor2.NormalY, 0.5
AnalysisSetup, Analysis.Setup.Vector.Graph.Operation.Line2.Gradient, 
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.BackgroundColor, -1
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.TextColor, -16777216
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.GridColor, -3618616
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.LineColor, -65336
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.Plots.Y1.Visible, true
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.Plots.Y1.PlotColor, -16777036
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.Plots.Y1.Thickness, 1
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.Plots.Y2.Visible, true
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.Plots.Y2.PlotColor, -39936
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.Plots.Y2.Thickness, 1
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.Plots.Y3.Visible, true
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.Plots.Y3.PlotColor, -16731136
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.Plots.Y3.Thickness, 1
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.Plots.Y4.Visible, true
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.Plots.Y4.PlotColor, -8892376
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.Plots.Y4.Thickness, 1
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.Plots.Y5.Visible, true
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.Plots.Y5.PlotColor, -65536
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.Plots.Y5.Thickness, 1
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.Plots.Y6.Visible, true
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.Plots.Y6.PlotColor, -14336
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.Plots.Y6.Thickness, 1
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.Plots.Y7.Visible, true
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.Plots.Y7.PlotColor, -6946586
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.Plots.Y7.Thickness, 1
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.Plots.Y8.Visible, true
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.Plots.Y8.PlotColor, -16733546
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.Plots.Y8.Thickness, 1
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.Text.AxisTitle.FontName, Tahoma
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.Text.AxisTitle.RelativeSize, Medium
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.Text.AxisTitle.Size, 7
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.Text.ScaleText.FontName, Tahoma
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.Text.ScaleText.RelativeSize, Medium
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.Text.ScaleText.Size, 7
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.Text.Legend.FontName, Tahoma
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.Text.Legend.RelativeSize, Medium
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.Text.Legend.Size, 7
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.Scale.LogTickedDecadeCount, 6
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.LogoVisible, true
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.GridVisible, true
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.SetupSummaryVisible, false
AnalysisSetup, Analysis.Setup.Vector.Graph.Notes, 
AnalysisSetup, Analysis.Setup.Vector.List.Datum.Name, Vg, Vd, Id, Is, Ig
AnalysisSetup, Analysis.Setup.Vector.List.Datum.Unit, V, V, A, A, A
AnalysisSetup, Analysis.Setup.Preference.GraphVisible, true
AnalysisSetup, Analysis.Setup.Preference.ListVisible, true
AnalysisSetup, Analysis.Setup.Preference.ScalarVisible, true
AnalysisSetup, Analysis.Setup.Title, ITO_IdVG
Dimension1, 402, 402, 402, 402, 402, 402, 402, 402
Dimension2, 1, 1, 1, 1, 1, 1, 1, 1
DataName, Vg, Vd, Ig, Id, Is, absId, absIs, absIg
DataValue, -2, 0.1, -1.41051E-10, 1.9800000000000002E-13, 7.5E-13, 1.9800000000000002E-13, 7.5E-13, 1.41051E-10
DataValue, -1.9800000000000002, 0.1, -1.01282E-10, 1.24E-13, 2.43E-13, 1.24E-13, 2.43E-13, 1.01282E-10
DataValue, -1.9600000000000002, 0.1, -9.8272E-11, 1.2600000000000002E-13, 2.1500000000000002E-13, 1.2600000000000002E-13, 2.1500000000000002E-13, 9.8272E-11
DataValue, -1.9400000000000002, 0.1, -7.7247E-11, 9.6000000000000007E-14, -1.7E-14, 9.6000000000000007E-14, 1.7E-14, 7.7247E-11
DataValue, -1.9200000000000002, 0.1, -5.5990000000000005E-11, 8.8E-14, 1.4400000000000002E-13, 8.8E-14, 1.4400000000000002E-13, 5.5990000000000005E-11
DataValue, -1.9000000000000001, 0.1, -5.0996E-11, 7.3E-14, 1.64E-13, 7.3E-14, 1.64E-13, 5.0996E-11
DataValue, -1.8800000000000001, 0.1, -4.2338E-11, -1.5100000000000001E-13, 2.4000000000000004E-13, 1.5100000000000001E-13, 2.4000000000000004E-13, 4.2338E-11
DataValue, -1.86, 0.1, -3.7354E-11, 4.5000000000000004E-14, 1.24E-13, 4.5000000000000004E-14, 1.24E-13, 3.7354E-11
DataValue, -1.84, 0.1, -2.9454E-11, 2.3000000000000003E-14, 9.1E-14, 2.3000000000000003E-14, 9.1E-14, 2.9454E-11
DataValue, -1.82, 0.1, -2.4738000000000002E-11, -3.18E-13, 1.7200000000000002E-13, 3.18E-13, 1.7200000000000002E-13, 2.4738000000000002E-11
DataValue, -1.8, 0.1, -2.2656E-11, 2.8E-14, 8.3000000000000012E-14, 2.8E-14, 8.3000000000000012E-14, 2.2656E-11
DataValue, -1.78, 0.1, -1.9270000000000002E-11, 3.4E-14, 9.3000000000000008E-14, 3.4E-14, 9.3000000000000008E-14, 1.9270000000000002E-11
DataValue, -1.76, 0.1, -1.6308000000000002E-11, 2.2E-14, 8.2E-14, 2.2E-14, 8.2E-14, 1.6308000000000002E-11
DataValue, -1.74, 0.1, -1.4027E-11, 5.0000000000000008E-15, 9.0000000000000008E-14, 5.0000000000000008E-15, 9.0000000000000008E-14, 1.4027E-11
DataValue, -1.72, 0.1, -1.0946000000000001E-11, 5.0000000000000008E-15, 8.3000000000000012E-14, 5.0000000000000008E-15, 8.3000000000000012E-14, 1.0946000000000001E-11
DataValue, -1.7000000000000002, 0.1, -9.359E-12, -3.0200000000000003E-13, 1.0500000000000001E-13, 3.0200000000000003E-13, 1.0500000000000001E-13, 9.359E-12
DataValue, -1.6800000000000002, 0.1, -8.702E-12, -2E-15, 4.6000000000000006E-14, 2E-15, 4.6000000000000006E-14, 8.702E-12
DataValue, -1.6600000000000001, 0.1, -6.8000000000000009E-12, -9.0000000000000011E-15, 4.4E-14, 9.0000000000000011E-15, 4.4E-14, 6.8000000000000009E-12
DataValue, -1.6400000000000001, 0.1, -5.9120000000000007E-12, -3.3200000000000005E-13, 7.3E-14, 3.3200000000000005E-13, 7.3E-14, 5.9120000000000007E-12
DataValue, -1.62, 0.1, -5.4130000000000005E-12, -6.0000000000000005E-15, 3.9000000000000004E-14, 6.0000000000000005E-15, 3.9000000000000004E-14, 5.4130000000000005E-12
DataValue, -1.6, 0.1, -4.5790000000000006E-12, 1E-15, 2.9E-14, 1E-15, 2.9E-14, 4.5790000000000006E-12
DataValue, -1.58, 0.1, -3.744E-12, -7E-15, 4.2000000000000004E-14, 7E-15, 4.2000000000000004E-14, 3.744E-12
DataValue, -1.56, 0.1, -3.1270000000000003E-12, 4E-15, 3.4E-14, 4E-15, 3.4E-14, 3.1270000000000003E-12
DataValue, -1.54, 0.1, -2.724E-12, 1E-15, 4.0000000000000006E-14, 1E-15, 4.0000000000000006E-14, 2.724E-12
DataValue, -1.52, 0.1, -2.307E-12, -1.0000000000000002E-14, 1.8000000000000002E-14, 1.0000000000000002E-14, 1.8000000000000002E-14, 2.307E-12
DataValue, -1.5, 0.1, -1.864E-12, -1.0000000000000002E-14, 1.5000000000000002E-14, 1.0000000000000002E-14, 1.5000000000000002E-14, 1.864E-12
DataValue, -1.48, 0.1, -1.5550000000000001E-12, -2.1000000000000002E-14, 3.0000000000000005E-14, 2.1000000000000002E-14, 3.0000000000000005E-14, 1.5550000000000001E-12
DataValue, -1.46, 0.1, -1.2360000000000002E-12, -1.2000000000000001E-14, 8E-15, 1.2000000000000001E-14, 8E-15, 1.2360000000000002E-12
DataValue, -1.4400000000000002, 0.1, -9.36E-13, -3.0000000000000005E-14, 2.9E-14, 3.0000000000000005E-14, 2.9E-14, 9.36E-13
DataValue, -1.4200000000000002, 0.1, -7.33E-13, -3.2E-14, -4E-15, 3.2E-14, 4E-15, 7.33E-13
DataValue, -1.4000000000000001, 0.1, -5.61E-13, -4E-15, 1.8000000000000002E-14, 4E-15, 1.8000000000000002E-14, 5.61E-13
DataValue, -1.3800000000000001, 0.1, -4.1400000000000005E-13, -5.0000000000000008E-15, 1.0800000000000001E-13, 5.0000000000000008E-15, 1.0800000000000001E-13, 4.1400000000000005E-13
DataValue, -1.36, 0.1, -2.95E-13, -2.9E-14, 9.0000000000000011E-15, 2.9E-14, 9.0000000000000011E-15, 2.95E-13
DataValue, -1.34, 0.1, -2.38E-13, 1.2600000000000002E-13, 2.2E-14, 1.2600000000000002E-13, 2.2E-14, 2.38E-13
DataValue, -1.32, 0.1, -2.11E-13, -2.4000000000000002E-14, 1.7E-14, 2.4000000000000002E-14, 1.7E-14, 2.11E-13
DataValue, -1.3, 0.1, -1.57E-13, -2.1000000000000002E-14, 1.8000000000000002E-14, 2.1000000000000002E-14, 1.8000000000000002E-14, 1.57E-13
DataValue, -1.28, 0.1, -1.3900000000000001E-13, -1.5000000000000002E-14, 1.7E-14, 1.5000000000000002E-14, 1.7E-14, 1.3900000000000001E-13
DataValue, -1.26, 0.1, -9.1E-14, -5.8E-14, 4.8000000000000008E-13, 5.8E-14, 4.8000000000000008E-13, 9.1E-14
DataValue, -1.24, 0.1, -1E-13, -3.8E-14, 2.0000000000000003E-14, 3.8E-14, 2.0000000000000003E-14, 1E-13
DataValue, -1.22, 0.1, -5.1000000000000004E-14, -2.9E-14, 1.5000000000000002E-14, 2.9E-14, 1.5000000000000002E-14, 5.1000000000000004E-14
DataValue, -1.2, 0.1, -7.6E-14, -3.1E-14, -3.9500000000000003E-13, 3.1E-14, 3.9500000000000003E-13, 7.6E-14
DataValue, -1.1800000000000002, 0.1, -4.4E-14, -2.2E-14, 2.0000000000000003E-14, 2.2E-14, 2.0000000000000003E-14, 4.4E-14
DataValue, -1.1600000000000001, 0.1, -3.3000000000000005E-14, -4.7E-14, 5.0000000000000008E-15, 4.7E-14, 5.0000000000000008E-15, 3.3000000000000005E-14
DataValue, -1.1400000000000001, 0.1, -4.2000000000000004E-14, -5E-14, 2.4000000000000002E-14, 5E-14, 2.4000000000000002E-14, 4.2000000000000004E-14
DataValue, -1.12, 0.1, -2.2E-14, -2.3000000000000003E-14, 1.9E-14, 2.3000000000000003E-14, 1.9E-14, 2.2E-14
DataValue, -1.1, 0.1, -2.9E-14, -2.5E-14, 2.5E-14, 2.5E-14, 2.5E-14, 2.9E-14
DataValue, -1.08, 0.1, -1.7E-14, -4.0000000000000006E-14, 2E-15, 4.0000000000000006E-14, 2E-15, 1.7E-14
DataValue, -1.06, 0.1, 1.0000000000000002E-14, -3.7E-14, 7E-15, 3.7E-14, 7E-15, 1.0000000000000002E-14
DataValue, -1.04, 0.1, 3.5E-14, -4.5000000000000004E-14, -7E-15, 4.5000000000000004E-14, 7E-15, 3.5E-14
DataValue, -1.02, 0.1, 4.0000000000000006E-14, -3.1E-14, 7E-15, 3.1E-14, 7E-15, 4.0000000000000006E-14
DataValue, -1, 0.1, 1.17E-13, -3.1E-14, -1E-15, 3.1E-14, 1E-15, 1.17E-13
DataValue, -0.98000000000000009, 0.1, 1.41E-13, -2.4000000000000002E-14, -1.5000000000000002E-14, 2.4000000000000002E-14, 1.5000000000000002E-14, 1.41E-13
DataValue, -0.96000000000000008, 0.1, 1.69E-13, -3.4E-14, 2.9E-14, 3.4E-14, 2.9E-14, 1.69E-13
DataValue, -0.94000000000000006, 0.1, 2.71E-13, -2.5E-14, 1.3000000000000001E-14, 2.5E-14, 1.3000000000000001E-14, 2.71E-13
DataValue, -0.92, 0.1, 3.19E-13, -3.5E-14, 2.3000000000000003E-14, 3.5E-14, 2.3000000000000003E-14, 3.19E-13
DataValue, -0.9, 0.1, 5.0100000000000009E-13, -3.5E-14, 1.6E-14, 3.5E-14, 1.6E-14, 5.0100000000000009E-13
DataValue, -0.88, 0.1, 5.93E-13, -3.4E-14, 1.1E-14, 3.4E-14, 1.1E-14, 5.93E-13
DataValue, -0.86, 0.1, 9.44E-13, -4.7E-14, 1.4E-14, 4.7E-14, 1.4E-14, 9.44E-13
DataValue, -0.84000000000000008, 0.1, 1.2040000000000001E-12, -4.3000000000000006E-14, 2E-15, 4.3000000000000006E-14, 2E-15, 1.2040000000000001E-12
DataValue, -0.82000000000000006, 0.1, 1.494E-12, -1.6E-14, -1E-15, 1.6E-14, 1E-15, 1.494E-12
DataValue, -0.8, 0.1, 1.696E-12, -3.8E-14, -4E-15, 3.8E-14, 4E-15, 1.696E-12
DataValue, -0.78, 0.1, 2.059E-12, -4.0000000000000006E-14, 2.0000000000000003E-14, 4.0000000000000006E-14, 2.0000000000000003E-14, 2.059E-12
DataValue, -0.76, 0.1, 2.506E-12, -1.2000000000000001E-14, 6.0000000000000005E-15, 1.2000000000000001E-14, 6.0000000000000005E-15, 2.506E-12
DataValue, -0.74, 0.1, 3.0650000000000004E-12, -2.4000000000000002E-14, 7E-15, 2.4000000000000002E-14, 7E-15, 3.0650000000000004E-12
DataValue, -0.72000000000000008, 0.1, 3.776E-12, -3.8E-14, -8E-15, 3.8E-14, 8E-15, 3.776E-12
DataValue, -0.70000000000000007, 0.1, 4.485E-12, -3.5E-14, 9.0000000000000011E-15, 3.5E-14, 9.0000000000000011E-15, 4.485E-12
DataValue, -0.68, 0.1, 5.932E-12, -3.8E-14, 2.4000000000000002E-14, 3.8E-14, 2.4000000000000002E-14, 5.932E-12
DataValue, -0.66, 0.1, 7.0500000000000009E-12, -2.4000000000000002E-14, 2.4000000000000002E-14, 2.4000000000000002E-14, 2.4000000000000002E-14, 7.0500000000000009E-12
DataValue, -0.64, 0.1, 8.0020000000000008E-12, -1.7E-14, 8E-15, 1.7E-14, 8E-15, 8.0020000000000008E-12
DataValue, -0.62, 0.1, 8.314E-12, -3.5E-14, 2.1000000000000002E-14, 3.5E-14, 2.1000000000000002E-14, 8.314E-12
DataValue, -0.6, 0.1, 9.388E-12, -2.4000000000000002E-14, 0, 2.4000000000000002E-14, 0, 9.388E-12
DataValue, -0.58000000000000007, 0.1, 1.0566000000000002E-11, -5.2000000000000006E-14, 7E-15, 5.2000000000000006E-14, 7E-15, 1.0566000000000002E-11
DataValue, -0.56, 0.1, 1.2947000000000001E-11, -5.1000000000000004E-14, 3.4E-14, 5.1000000000000004E-14, 3.4E-14, 1.2947000000000001E-11
DataValue, -0.54, 0.1, 1.3990000000000002E-11, -2E-15, 6.0000000000000005E-15, 2E-15, 6.0000000000000005E-15, 1.3990000000000002E-11
DataValue, -0.52, 0.1, 1.4999E-11, -3.2E-14, 2E-15, 3.2E-14, 2E-15, 1.4999E-11
DataValue, -0.5, 0.1, 1.5326E-11, -1.4E-14, 3.0000000000000005E-14, 1.4E-14, 3.0000000000000005E-14, 1.5326E-11
DataValue, -0.48000000000000004, 0.1, 1.6087000000000003E-11, -3.2E-14, 1.3000000000000001E-14, 3.2E-14, 1.3000000000000001E-14, 1.6087000000000003E-11
DataValue, -0.46, 0.1, 1.6766000000000002E-11, -7.7E-14, 8E-15, 7.7E-14, 8E-15, 1.6766000000000002E-11
DataValue, -0.44, 0.1, 1.7174000000000003E-11, -1.4E-14, -1.2000000000000001E-14, 1.4E-14, 1.2000000000000001E-14, 1.7174000000000003E-11
DataValue, -0.42000000000000004, 0.1, 1.7418000000000002E-11, -5.5000000000000005E-14, 3.0000000000000005E-14, 5.5000000000000005E-14, 3.0000000000000005E-14, 1.7418000000000002E-11
