
SetupTitle, ITO_IdVG
PrimitiveTest, I/V Sweep
TestParameter, Output.Graph.XAxis.Right, 2
TestParameter, Output.Graph.YAxis.Data, absId, absIs, absIg
TestParameter, Output.Graph.YAxis.Scale, Log, Log, Log
TestParameter, Output.Graph.YAxis.Bottom, 1E-15, 1E-15, 1E-15
TestParameter, Output.Graph.YAxis.Top, 0.1, 0.1, 0.1
TestParameter, Output.Graph.YAxis.Group, , , 
TestParameter, Output.List.Data, Vg, Vd, Id, Is, Ig
TestParameter, AutoAnalysis.Interpolation, false
TestParameter, AutoAnalysis.Line1.Enabled, false
TestParameter, AutoAnalysis.Line1.Type, 1
TestParameter, AutoAnalysis.Line1.Fix, True
TestParameter, AutoAnalysis.Line1.YAxis, 0
TestParameter, AutoAnalysis.Line1.Point1.Type, 0
TestParameter, AutoAnalysis.Line1.Point1.XY.X, 
TestParameter, AutoAnalysis.Line1.Point1.XY.Y, 
TestParameter, AutoAnalysis.Line1.Point1.Data.Var, 
TestParameter, AutoAnalysis.Line1.Point1.Data.Condition, 
TestParameter, AutoAnalysis.Line1.Point1.Data.Start, false
TestParameter, AutoAnalysis.Line1.Point1.Data.StartVar, 
TestParameter, AutoAnalysis.Line1.Point1.Data.StartCondition, 
TestParameter, AutoAnalysis.Line1.Point2.Type, 0
TestParameter, AutoAnalysis.Line1.Point2.XY.X, 
TestParameter, AutoAnalysis.Line1.Point2.XY.Y, 
TestParameter, AutoAnalysis.Line1.Point2.Data.Var, 
TestParameter, AutoAnalysis.Line1.Point2.Data.Condition, 
TestParameter, AutoAnalysis.Line1.Point2.Data.Start, false
TestParameter, AutoAnalysis.Line1.Point2.Data.StartVar, 
TestParameter, AutoAnalysis.Line1.Point2.Data.StartCondition, 
TestParameter, AutoAnalysis.Line1.GradientExpr, 0
TestParameter, AutoAnalysis.Line2.Enabled, false
TestParameter, AutoAnalysis.Line2.Type, 1
TestParameter, AutoAnalysis.Line2.Fix, True
TestParameter, AutoAnalysis.Line2.YAxis, 0
TestParameter, AutoAnalysis.Line2.Point1.Type, 0
TestParameter, AutoAnalysis.Line2.Point1.XY.X, 
TestParameter, AutoAnalysis.Line2.Point1.XY.Y, 
TestParameter, AutoAnalysis.Line2.Point1.Data.Var, 
TestParameter, AutoAnalysis.Line2.Point1.Data.Condition, 
TestParameter, AutoAnalysis.Line2.Point1.Data.Start, false
TestParameter, AutoAnalysis.Line2.Point1.Data.StartVar, 
TestParameter, AutoAnalysis.Line2.Point1.Data.StartCondition, 
TestParameter, AutoAnalysis.Line2.Point2.Type, 0
TestParameter, AutoAnalysis.Line2.Point2.XY.X, 
TestParameter, AutoAnalysis.Line2.Point2.XY.Y, 
TestParameter, AutoAnalysis.Line2.Point2.Data.Var, 
TestParameter, AutoAnalysis.Line2.Point2.Data.Condition, 
TestParameter, AutoAnalysis.Line2.Point2.Data.Start, false
TestParameter, AutoAnalysis.Line2.Point2.Data.StartVar, 
TestParameter, AutoAnalysis.Line2.Point2.Data.StartCondition, 
TestParameter, AutoAnalysis.Line2.GradientExpr, 0
TestParameter, AutoAnalysis.Marker.Enabled, false
TestParameter, AutoAnalysis.Marker.Data.Var, 
TestParameter, AutoAnalysis.Marker.Data.Condition, 
TestParameter, AutoAnalysis.Marker.Data.Start, false
TestParameter, AutoAnalysis.Marker.Data.StartVar, 
TestParameter, AutoAnalysis.Marker.Data.StartCondition, 
MetaData, TestRecord.EntryPoint, true
MetaData, TestRecord.RecordTime, 12/18/2022 15:29:42
MetaData, TestRecord.TestTarget, 
MetaData, TestRecord.IterationIndex, 14
MetaData, TestRecord.Preservation, true
MetaData, TestRecord.Flag, 
MetaData, TestRecord.Remarks, T = -10C 2R sample
MetaData, TestRecord.LinkKey, d928b0eb-bd9d-49be-a9da-4d2d4f337dec
AnalysisSetup, Analysis.Setup.Vector.Graph.Enabled, true
AnalysisSetup, Analysis.Setup.Vector.Graph.ActiveYAxis, 0
AnalysisSetup, Analysis.Setup.Vector.Graph.LeftYAxis, 0
AnalysisSetup, Analysis.Setup.Vector.Graph.RightYAxis, 1
AnalysisSetup, Analysis.Setup.Vector.Graph.XAxis.Name, Vg
AnalysisSetup, Analysis.Setup.Vector.Graph.XAxis.GroupName, 
AnalysisSetup, Analysis.Setup.Vector.Graph.XAxis.Unit, V
AnalysisSetup, Analysis.Setup.Vector.Graph.XAxis.Scale, Linear
AnalysisSetup, Analysis.Setup.Vector.Graph.XAxis.Left, -2
AnalysisSetup, Analysis.Setup.Vector.Graph.XAxis.Right, 2
AnalysisSetup, Analysis.Setup.Vector.Graph.YAxis.Name, absId, absIs, absIg
AnalysisSetup, Analysis.Setup.Vector.Graph.YAxis.GroupName, , , 
AnalysisSetup, Analysis.Setup.Vector.Graph.YAxis.Unit, A, A, A
AnalysisSetup, Analysis.Setup.Vector.Graph.YAxis.Scale, Log, Log, Log
AnalysisSetup, Analysis.Setup.Vector.Graph.YAxis.Bottom, 1E-15, 1E-15, 1E-15
AnalysisSetup, Analysis.Setup.Vector.Graph.YAxis.Top, 0.1, 0.1, 0.1
AnalysisSetup, Analysis.Setup.Vector.Graph.Operation.Marker.Enabled, false
AnalysisSetup, Analysis.Setup.Vector.Graph.Operation.Marker.Interpolation, false
AnalysisSetup, Analysis.Setup.Vector.Graph.Operation.Marker.Index, 0
AnalysisSetup, Analysis.Setup.Vector.Graph.Operation.Marker.Step, 0
AnalysisSetup, Analysis.Setup.Vector.Graph.Operation.Cursor.Enabled, false
AnalysisSetup, Analysis.Setup.Vector.Graph.Operation.Cursor.Active, true
AnalysisSetup, Analysis.Setup.Vector.Graph.Operation.Cursor.NormalX, 0.5
AnalysisSetup, Analysis.Setup.Vector.Graph.Operation.Cursor.NormalY, 0.5
AnalysisSetup, Analysis.Setup.Vector.Graph.Operation.Line1.Enabled, false
AnalysisSetup, Analysis.Setup.Vector.Graph.Operation.Line1.Active, false
AnalysisSetup, Analysis.Setup.Vector.Graph.Operation.Line1.Fix, false
AnalysisSetup, Analysis.Setup.Vector.Graph.Operation.Line1.Type, 1
AnalysisSetup, Analysis.Setup.Vector.Graph.Operation.Line1.YAxisIndex, 0
AnalysisSetup, Analysis.Setup.Vector.Graph.Operation.Line1.LastIndex, -1
AnalysisSetup, Analysis.Setup.Vector.Graph.Operation.Line1.LastStep, -1
AnalysisSetup, Analysis.Setup.Vector.Graph.Operation.Line1.Cursor1.Enabled, false
AnalysisSetup, Analysis.Setup.Vector.Graph.Operation.Line1.Cursor1.Active, false
AnalysisSetup, Analysis.Setup.Vector.Graph.Operation.Line1.Cursor1.NormalX, 0.5
AnalysisSetup, Analysis.Setup.Vector.Graph.Operation.Line1.Cursor1.NormalY, 0.5
AnalysisSetup, Analysis.Setup.Vector.Graph.Operation.Line1.Cursor2.Enabled, false
AnalysisSetup, Analysis.Setup.Vector.Graph.Operation.Line1.Cursor2.Active, false
AnalysisSetup, Analysis.Setup.Vector.Graph.Operation.Line1.Cursor2.NormalX, 0.5
AnalysisSetup, Analysis.Setup.Vector.Graph.Operation.Line1.Cursor2.NormalY, 0.5
AnalysisSetup, Analysis.Setup.Vector.Graph.Operation.Line1.Gradient, 
AnalysisSetup, Analysis.Setup.Vector.Graph.Operation.Line2.Enabled, false
AnalysisSetup, Analysis.Setup.Vector.Graph.Operation.Line2.Active, false
AnalysisSetup, Analysis.Setup.Vector.Graph.Operation.Line2.Fix, false
AnalysisSetup, Analysis.Setup.Vector.Graph.Operation.Line2.Type, 1
AnalysisSetup, Analysis.Setup.Vector.Graph.Operation.Line2.YAxisIndex, 0
AnalysisSetup, Analysis.Setup.Vector.Graph.Operation.Line2.LastIndex, -1
AnalysisSetup, Analysis.Setup.Vector.Graph.Operation.Line2.LastStep, -1
AnalysisSetup, Analysis.Setup.Vector.Graph.Operation.Line2.Cursor1.Enabled, false
AnalysisSetup, Analysis.Setup.Vector.Graph.Operation.Line2.Cursor1.Active, false
AnalysisSetup, Analysis.Setup.Vector.Graph.Operation.Line2.Cursor1.NormalX, 0.5
AnalysisSetup, Analysis.Setup.Vector.Graph.Operation.Line2.Cursor1.NormalY, 0.5
AnalysisSetup, Analysis.Setup.Vector.Graph.Operation.Line2.Cursor2.Enabled, false
AnalysisSetup, Analysis.Setup.Vector.Graph.Operation.Line2.Cursor2.Active, false
AnalysisSetup, Analysis.Setup.Vector.Graph.Operation.Line2.Cursor2.NormalX, 0.5
AnalysisSetup, Analysis.Setup.Vector.Graph.Operation.Line2.Cursor2.NormalY, 0.5
AnalysisSetup, Analysis.Setup.Vector.Graph.Operation.Line2.Gradient, 
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.BackgroundColor, -1
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.TextColor, -16777216
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.GridColor, -3618616
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.LineColor, -65336
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.Plots.Y1.Visible, true
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.Plots.Y1.PlotColor, -16777036
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.Plots.Y1.Thickness, 1
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.Plots.Y2.Visible, true
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.Plots.Y2.PlotColor, -39936
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.Plots.Y2.Thickness, 1
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.Plots.Y3.Visible, true
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.Plots.Y3.PlotColor, -16731136
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.Plots.Y3.Thickness, 1
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.Plots.Y4.Visible, true
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.Plots.Y4.PlotColor, -8892376
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.Plots.Y4.Thickness, 1
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.Plots.Y5.Visible, true
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.Plots.Y5.PlotColor, -65536
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.Plots.Y5.Thickness, 1
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.Plots.Y6.Visible, true
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.Plots.Y6.PlotColor, -14336
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.Plots.Y6.Thickness, 1
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.Plots.Y7.Visible, true
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.Plots.Y7.PlotColor, -6946586
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.Plots.Y7.Thickness, 1
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.Plots.Y8.Visible, true
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.Plots.Y8.PlotColor, -16733546
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.Plots.Y8.Thickness, 1
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.Text.AxisTitle.FontName, Tahoma
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.Text.AxisTitle.RelativeSize, Medium
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.Text.AxisTitle.Size, 7
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.Text.ScaleText.FontName, Tahoma
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.Text.ScaleText.RelativeSize, Medium
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.Text.ScaleText.Size, 7
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.Text.Legend.FontName, Tahoma
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.Text.Legend.RelativeSize, Medium
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.Text.Legend.Size, 7
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.Scale.LogTickedDecadeCount, 6
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.LogoVisible, true
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.GridVisible, true
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.SetupSummaryVisible, false
AnalysisSetup, Analysis.Setup.Vector.Graph.Notes, 
AnalysisSetup, Analysis.Setup.Vector.List.Datum.Name, Vg, Vd, Id, Is, Ig
AnalysisSetup, Analysis.Setup.Vector.List.Datum.Unit, V, V, A, A, A
AnalysisSetup, Analysis.Setup.Preference.GraphVisible, true
AnalysisSetup, Analysis.Setup.Preference.ListVisible, true
AnalysisSetup, Analysis.Setup.Preference.ScalarVisible, true
AnalysisSetup, Analysis.Setup.Title, ITO_IdVG
Dimension1, 402, 402, 402, 402, 402, 402, 402, 402
Dimension2, 1, 1, 1, 1, 1, 1, 1, 1
DataName, Vg, Vd, Ig, Id, Is, absId, absIs, absIg
DataValue, -2, 0.1, -9.2307E-11, 1.9100000000000002E-13, 2.35E-13, 1.9100000000000002E-13, 2.35E-13, 9.2307E-11
DataValue, -1.9800000000000002, 0.1, -8.6326E-11, 1.8400000000000002E-13, 2.2900000000000003E-13, 1.8400000000000002E-13, 2.2900000000000003E-13, 8.6326E-11
DataValue, -1.9600000000000002, 0.1, -7.4131E-11, 1.22E-13, 4.3900000000000005E-13, 1.22E-13, 4.3900000000000005E-13, 7.4131E-11
DataValue, -1.9400000000000002, 0.1, -5.9638000000000009E-11, 1E-13, 1.6200000000000002E-13, 1E-13, 1.6200000000000002E-13, 5.9638000000000009E-11
DataValue, -1.9200000000000002, 0.1, -4.9355000000000007E-11, 8.4000000000000008E-14, 1.57E-13, 8.4000000000000008E-14, 1.57E-13, 4.9355000000000007E-11
DataValue, -1.9000000000000001, 0.1, -4.2068000000000005E-11, 5.1000000000000004E-14, 1.47E-13, 5.1000000000000004E-14, 1.47E-13, 4.2068000000000005E-11
DataValue, -1.8800000000000001, 0.1, -3.4934000000000004E-11, 7.8000000000000008E-14, 1.36E-13, 7.8000000000000008E-14, 1.36E-13, 3.4934000000000004E-11
DataValue, -1.86, 0.1, -2.5945E-11, 4.2000000000000004E-14, 1.0700000000000001E-13, 4.2000000000000004E-14, 1.0700000000000001E-13, 2.5945E-11
DataValue, -1.84, 0.1, -2.2953000000000002E-11, 5.1000000000000004E-14, 1.46E-13, 5.1000000000000004E-14, 1.46E-13, 2.2953000000000002E-11
DataValue, -1.82, 0.1, -2.1601E-11, 2.6000000000000003E-14, 9.0000000000000008E-14, 2.6000000000000003E-14, 9.0000000000000008E-14, 2.1601E-11
DataValue, -1.8, 0.1, -1.8788000000000003E-11, 1.9E-14, 8.1000000000000008E-14, 1.9E-14, 8.1000000000000008E-14, 1.8788000000000003E-11
DataValue, -1.78, 0.1, -1.6412000000000002E-11, 2.2E-14, 7.1E-14, 2.2E-14, 7.1E-14, 1.6412000000000002E-11
DataValue, -1.76, 0.1, -1.3475E-11, 3.9000000000000004E-14, 7.9E-14, 3.9000000000000004E-14, 7.9E-14, 1.3475E-11
DataValue, -1.74, 0.1, -1.3106000000000002E-11, 1.2000000000000001E-14, 7.2000000000000009E-14, 1.2000000000000001E-14, 7.2000000000000009E-14, 1.3106000000000002E-11
DataValue, -1.72, 0.1, -1.0975000000000001E-11, 2.0700000000000003E-13, -6.2E-14, 2.0700000000000003E-13, 6.2E-14, 1.0975000000000001E-11
DataValue, -1.7000000000000002, 0.1, -8.727E-12, -8E-15, 5.6E-14, 8E-15, 5.6E-14, 8.727E-12
DataValue, -1.6800000000000002, 0.1, -7.3050000000000009E-12, -7E-15, 5.1000000000000004E-14, 7E-15, 5.1000000000000004E-14, 7.3050000000000009E-12
DataValue, -1.6600000000000001, 0.1, -6.011E-12, 4E-15, 1.3000000000000001E-14, 4E-15, 1.3000000000000001E-14, 6.011E-12
DataValue, -1.6400000000000001, 0.1, -4.9710000000000005E-12, -2.1000000000000002E-14, 6.4E-14, 2.1000000000000002E-14, 6.4E-14, 4.9710000000000005E-12
DataValue, -1.62, 0.1, -4.517E-12, -1.8000000000000002E-14, 1.8000000000000002E-14, 1.8000000000000002E-14, 1.8000000000000002E-14, 4.517E-12
DataValue, -1.6, 0.1, -3.675E-12, -8.4000000000000008E-14, -7.7E-14, 8.4000000000000008E-14, 7.7E-14, 3.675E-12
DataValue, -1.58, 0.1, -3.1010000000000002E-12, -1.76E-13, -8.0000000000000013E-14, 1.76E-13, 8.0000000000000013E-14, 3.1010000000000002E-12
DataValue, -1.56, 0.1, -2.6180000000000004E-12, -8.3000000000000012E-14, -1.7E-14, 8.3000000000000012E-14, 1.7E-14, 2.6180000000000004E-12
DataValue, -1.54, 0.1, -2.157E-12, -4.5000000000000004E-14, 2E-15, 4.5000000000000004E-14, 2E-15, 2.157E-12
DataValue, -1.52, 0.1, -1.7910000000000001E-12, -3.0000000000000002E-15, -4E-15, 3.0000000000000002E-15, 4E-15, 1.7910000000000001E-12
DataValue, -1.5, 0.1, -1.2040000000000001E-12, 8.1000000000000008E-14, 2.84E-13, 8.1000000000000008E-14, 2.84E-13, 1.2040000000000001E-12
DataValue, -1.48, 0.1, -1.172E-12, 2.83E-13, -4.0000000000000006E-14, 2.83E-13, 4.0000000000000006E-14, 1.172E-12
DataValue, -1.46, 0.1, -8.23E-13, -3.5E-14, 0, 3.5E-14, 0, 8.23E-13
DataValue, -1.4400000000000002, 0.1, -7.2000000000000006E-13, -4.5000000000000004E-14, -2.0000000000000003E-14, 4.5000000000000004E-14, 2.0000000000000003E-14, 7.2000000000000006E-13
DataValue, -1.4200000000000002, 0.1, -5.91E-13, -5.2000000000000006E-14, 3.0000000000000002E-15, 5.2000000000000006E-14, 3.0000000000000002E-15, 5.91E-13
DataValue, -1.4000000000000001, 0.1, -4.8300000000000006E-13, -3.5E-14, 1.0000000000000002E-14, 3.5E-14, 1.0000000000000002E-14, 4.8300000000000006E-13
DataValue, -1.3800000000000001, 0.1, -3.9400000000000004E-13, -4.0000000000000006E-14, -2.0000000000000003E-14, 4.0000000000000006E-14, 2.0000000000000003E-14, 3.9400000000000004E-13
DataValue, -1.36, 0.1, -3.2400000000000003E-13, -2.9700000000000005E-13, 1.7E-14, 2.9700000000000005E-13, 1.7E-14, 3.2400000000000003E-13
DataValue, -1.34, 0.1, -2.96E-13, -2.6000000000000003E-14, -1.8000000000000002E-14, 2.6000000000000003E-14, 1.8000000000000002E-14, 2.96E-13
DataValue, -1.32, 0.1, -2.11E-13, -5.8E-14, -1.4E-14, 5.8E-14, 1.4E-14, 2.11E-13
DataValue, -1.3, 0.1, -1.42E-13, -2.9900000000000004E-13, 1.7E-14, 2.9900000000000004E-13, 1.7E-14, 1.42E-13
DataValue, -1.28, 0.1, -1.3800000000000002E-13, -5.1000000000000004E-14, -1.3000000000000001E-14, 5.1000000000000004E-14, 1.3000000000000001E-14, 1.3800000000000002E-13
DataValue, -1.26, 0.1, -1.22E-13, -5E-14, 0, 5E-14, 0, 1.22E-13
DataValue, -1.24, 0.1, -9.5000000000000012E-14, -3.4E-14, -1.0000000000000002E-14, 3.4E-14, 1.0000000000000002E-14, 9.5000000000000012E-14
DataValue, -1.22, 0.1, -6.8E-14, -4.7E-14, -1.5000000000000002E-14, 4.7E-14, 1.5000000000000002E-14, 6.8E-14
DataValue, -1.2, 0.1, -6.4E-14, -5.8E-14, -3.1E-14, 5.8E-14, 3.1E-14, 6.4E-14
DataValue, -1.1800000000000002, 0.1, -4.0000000000000006E-14, 4E-15, -2.3000000000000003E-14, 4E-15, 2.3000000000000003E-14, 4.0000000000000006E-14
DataValue, -1.1600000000000001, 0.1, -2.4000000000000002E-14, -3.7E-14, -1.1100000000000001E-13, 3.7E-14, 1.1100000000000001E-13, 2.4000000000000002E-14
DataValue, -1.1400000000000001, 0.1, 1E-15, -3.7E-14, -2.0000000000000003E-14, 3.7E-14, 2.0000000000000003E-14, 1E-15
DataValue, -1.12, 0.1, 3.6000000000000004E-14, -2.06E-13, -4.3000000000000006E-14, 2.06E-13, 4.3000000000000006E-14, 3.6000000000000004E-14
DataValue, -1.1, 0.1, 6.7E-14, -6.2E-14, 1.2000000000000001E-14, 6.2E-14, 1.2000000000000001E-14, 6.7E-14
DataValue, -1.08, 0.1, 8.0000000000000013E-14, -2.2E-14, -2.7000000000000002E-14, 2.2E-14, 2.7000000000000002E-14, 8.0000000000000013E-14
DataValue, -1.06, 0.1, 1.6100000000000002E-13, -5.4000000000000003E-14, -1.3000000000000001E-14, 5.4000000000000003E-14, 1.3000000000000001E-14, 1.6100000000000002E-13
DataValue, -1.04, 0.1, 2.0900000000000002E-13, -2.3000000000000003E-14, -9.3E-13, 2.3000000000000003E-14, 9.3E-13, 2.0900000000000002E-13
DataValue, -1.02, 0.1, 2.1500000000000002E-13, -5.1000000000000004E-14, -1.2000000000000001E-14, 5.1000000000000004E-14, 1.2000000000000001E-14, 2.1500000000000002E-13
DataValue, -1, 0.1, 5.69E-13, -1.4300000000000002E-13, -3.3000000000000005E-14, 1.4300000000000002E-13, 3.3000000000000005E-14, 5.69E-13
DataValue, -0.98000000000000009, 0.1, 5.0900000000000005E-13, -4.7E-14, -4.7E-13, 4.7E-14, 4.7E-13, 5.0900000000000005E-13
DataValue, -0.96000000000000008, 0.1, 5.65E-13, -3.4E-14, -1.3000000000000001E-14, 3.4E-14, 1.3000000000000001E-14, 5.65E-13
DataValue, -0.94000000000000006, 0.1, 6.9700000000000006E-13, -4.0000000000000006E-14, -1.2000000000000001E-14, 4.0000000000000006E-14, 1.2000000000000001E-14, 6.9700000000000006E-13
DataValue, -0.92, 0.1, 8.780000000000001E-13, -2.7000000000000002E-14, -1.5000000000000002E-14, 2.7000000000000002E-14, 1.5000000000000002E-14, 8.780000000000001E-13
DataValue, -0.9, 0.1, 1.18E-12, -4.4E-14, -2E-15, 4.4E-14, 2E-15, 1.18E-12
DataValue, -0.88, 0.1, 1.898E-12, -8.6000000000000012E-14, -1.9E-14, 8.6000000000000012E-14, 1.9E-14, 1.898E-12
DataValue, -0.86, 0.1, 2.247E-12, -5.8E-14, -1.3000000000000001E-14, 5.8E-14, 1.3000000000000001E-14, 2.247E-12
DataValue, -0.84000000000000008, 0.1, 2.811E-12, -3.5E-14, 3.0000000000000002E-15, 3.5E-14, 3.0000000000000002E-15, 2.811E-12
DataValue, -0.82000000000000006, 0.1, 3.4400000000000003E-12, -3.6000000000000004E-14, -2.9E-14, 3.6000000000000004E-14, 2.9E-14, 3.4400000000000003E-12
DataValue, -0.8, 0.1, 4.18E-12, -3.7E-14, 3.16E-13, 3.7E-14, 3.16E-13, 4.18E-12
DataValue, -0.78, 0.1, 5.703E-12, -2.9E-14, 1.0000000000000002E-14, 2.9E-14, 1.0000000000000002E-14, 5.703E-12
DataValue, -0.76, 0.1, 5.835E-12, -4.4E-14, -2.9E-14, 4.4E-14, 2.9E-14, 5.835E-12
DataValue, -0.74, 0.1, 6.923E-12, -3.5E-14, 2.6E-13, 3.5E-14, 2.6E-13, 6.923E-12
DataValue, -0.72000000000000008, 0.1, 8.7710000000000013E-12, -3.9000000000000004E-14, 2.1000000000000002E-14, 3.9000000000000004E-14, 2.1000000000000002E-14, 8.7710000000000013E-12
DataValue, -0.70000000000000007, 0.1, 8.9610000000000011E-12, -2.5E-14, -1.8000000000000002E-14, 2.5E-14, 1.8000000000000002E-14, 8.9610000000000011E-12
DataValue, -0.68, 0.1, 1.0514000000000001E-11, -3.1E-14, 2.0800000000000002E-13, 3.1E-14, 2.0800000000000002E-13, 1.0514000000000001E-11
DataValue, -0.66, 0.1, 1.2405000000000001E-11, -3.3000000000000005E-14, -5.700000000000001E-14, 3.3000000000000005E-14, 5.700000000000001E-14, 1.2405000000000001E-11
DataValue, -0.64, 0.1, 1.2981E-11, -6.5E-14, -1.3000000000000001E-14, 6.5E-14, 1.3000000000000001E-14, 1.2981E-11
DataValue, -0.62, 0.1, 1.4524E-11, -5.8E-14, -4E-15, 5.8E-14, 4E-15, 1.4524E-11
DataValue, -0.6, 0.1, 1.6021000000000002E-11, -2.8E-14, -1.7E-14, 2.8E-14, 1.7E-14, 1.6021000000000002E-11
DataValue, -0.58000000000000007, 0.1, 1.7131000000000002E-11, -2.2E-14, -2.3000000000000003E-14, 2.2E-14, 2.3000000000000003E-14, 1.7131000000000002E-11
DataValue, -0.56, 0.1, 1.7689E-11, -8.4000000000000008E-14, 1.23E-13, 8.4000000000000008E-14, 1.23E-13, 1.7689E-11
DataValue, -0.54, 0.1, 1.7778E-11, -4.6000000000000006E-14, 1.4E-14, 4.6000000000000006E-14, 1.4E-14, 1.7778E-11
DataValue, -0.52, 0.1, 1.8434E-11, -1.5000000000000002E-14, -5.2000000000000006E-14, 1.5000000000000002E-14, 5.2000000000000006E-14, 1.8434E-11
DataValue, -0.5, 0.1, 1.8937E-11, 4.3000000000000006E-14, -9.9000000000000007E-14, 4.3000000000000006E-14, 9.9000000000000007E-14, 1.8937E-11
DataValue, -0.48000000000000004, 0.1, 1.9567E-11, -1.6E-14, -1.8000000000000002E-14, 1.6E-14, 1.8000000000000002E-14, 1.9567E-11
